x,y,z
-6.8,0.0,-3.000287984906298
-6.8,0.2,-2.940201872817655
-6.8,0.4,-2.7647168755644675
-6.8,0.6,-2.4877736820656815
-6.8,0.8,-2.1313724912685665
-6.8,1.0,-1.723824698427861
-6.8,1.2,-1.2975030426885672
-6.8,1.4,-0.8862690074397171
-6.8,1.6,-0.5227819130112379
-6.8,1.8,-0.2359035429692219
-6.8,2.0,-0.04840455339258886
-6.8,2.2,0.024845067602027048
-6.8,2.4,-0.02194231063247873
-6.8,2.6,-0.18501202933870925
-6.8,2.8,-0.45136551590302315
-6.8,3.0,-0.7997932555530416
-6.8,3.2,-1.2025602709198113
-6.8,3.4,-1.627610167628393
-6.8,3.6,-2.0411125946304374
-6.8,3.8,-2.410151677479757
-6.8,4.0,-2.705341779901862
-6.8,4.2,-2.90316272408982
-6.8,4.4,-2.9878288942371585
-6.8,4.6,-2.9525436892258963
-6.8,4.8,-2.8000396355145316
-6.8,5.0,-2.542361238488091
-6.8,5.2,-2.1999078286580276
-6.8,5.4,-1.7998124658932606
-6.8,5.6,-1.3737857270617766
-6.8,5.8,-0.9555957271537185
-6.8,6.0,-0.5783846317863106
-6.8,6.2,-0.27203491270787067
-6.8,6.4,-0.060794644937374326
-6.8,6.6,0.0386494413673298
-6.8,6.8,0.01849802343108738
-6.8,7.0,-0.11954101687882338
-6.8,7.2,-0.3643883151572619
-6.8,7.4,-0.6964734803541216
-6.8,7.6,-1.0892903163101497
-6.8,7.8,-1.5115032184556567
-6.8,8.0,-1.929437354356205
-6.8,8.2,-2.309754738221496
-6.8,8.4,-2.622103536855845
-6.8,8.6,-2.8415300717749004
-6.8,8.8,-2.950461840294898
-6.8,9.0,-2.9401039687022577
-6.8,9.2,-2.8111381240417694
-6.8,9.4,-2.5736683433406626
-6.8,9.6,-2.246418085116518
-6.8,9.8,-1.8552423119494645
-6.8,10.0,-1.431072846070158
-6.6,-10.0,-1.7251311304042662
-6.6,-9.8,-2.2314593277514128
-6.6,-9.6,-2.6983809921588007
-6.6,-9.4,-3.0889449203314783
-6.6,-9.2,-3.37226473346649
-6.6,-9.0,-3.5259733586863087
-6.6,-8.8,-3.5380004975290866
-6.6,-8.6,-3.4075318294752077
-6.6,-8.4,-3.1450737244410845
-6.6,-8.2,-2.77161832166206
-6.6,-8.0,-2.316975324548313
-6.6,-7.8,-1.817403080584999
-6.6,-7.6,-1.3127271998249492
-6.6,-7.4,-0.8431756898497901
-6.6,-7.2,-0.4461821129692548
-6.6,-7.0,-0.1534108126401521
-6.6,-6.8,0.011759391329821303
-6.6,-6.6,0.036093072865202504
-6.6,-6.4,-0.08245000638824995
-6.6,-6.2,-0.33455276322481214
-6.6,-6.0,-0.700281203656261
-6.6,-5.8,-1.150668539277566
-6.6,-5.6,-1.650017122523902
-6.6,-5.4,-2.1587352704279685
-6.6,-5.2,-2.6364835399209547
-6.6,-5.0,-3.045380426198147
-6.6,-4.8,-3.353012733433112
-6.6,-4.6,-3.535011389439005
-6.6,-4.4,-3.5769880092137862
-6.6,-4.2,-3.4756783123693205
-6.6,-4.0,-3.2392015292487963
-6.6,-3.8,-2.8864151812245846
-6.6,-3.6,-2.445416509551875
-6.6,-3.4,-1.9513096413601092
-6.6,-3.2,-1.4434159318291564
-6.6,-3.0,-0.9621491713204596
-6.6,-2.8,-0.5458039787743026
-6.6,-2.6,-0.22751260160562772
-6.6,-2.4,-0.03261195938863129
-6.6,-2.2,0.02336983266869102
-6.6,-2.0,-0.06405254666734635
-6.6,-1.8,-0.28796518475873184
-6.6,-1.6,-0.6306043705058098
-6.6,-1.4,-1.0647682424838851
-6.6,-1.2,-1.555978468829643
-6.6,-1.0,-2.0652201743124197
-6.6,-0.8,-2.55204237782782
-6.6,-0.6,-2.977772554477653
-6.6,-0.4,-3.3085898671375937
-6.6,-0.2,-3.5182128436794255
-6.6,0.0,-3.589987915280901
-6.6,0.2,-3.5182128436794255
-6.6,0.4,-3.3085898671375937
-6.6,0.6,-2.977772554477653
-6.6,0.8,-2.55204237782782
-6.6,1.0,-2.0652201743124197
-6.6,1.2,-1.555978468829643
-6.6,1.4,-1.0647682424838851
-6.6,1.6,-0.6306043705058098
-6.6,1.8,-0.28796518475873184
-6.6,2.0,-0.06405254666734635
-6.6,2.2,0.02336983266869102
-6.6,2.4,-0.03261195938863129
-6.6,2.6,-0.22751260160562772
-6.6,2.8,-0.5458039787743026
-6.6,3.0,-0.9621491713204596
-6.6,3.2,-1.4434159318291564
-6.6,3.4,-1.9513096413601092
-6.6,3.6,-2.445416509551875
-6.6,3.8,-2.8864151812245846
-6.6,4.0,-3.2392015292487963
-6.6,4.2,-3.4756783123693205
-6.6,4.4,-3.5769880092137862
-6.6,4.6,-3.535011389439005
-6.6,4.8,-3.353012733433112
-6.6,5.0,-3.045380426198147
-6.6,5.2,-2.6364835399209547
-6.6,5.4,-2.1587352704279685
-6.6,5.6,-1.650017122523902
-6.6,5.8,-1.150668539277566
-6.6,6.0,-0.700281203656261
-6.6,6.2,-0.33455276322481214
-6.6,6.4,-0.08245000638824995
-6.6,6.6,0.036093072865202504
-6.6,6.8,0.011759391329821303
-6.6,7.0,-0.1534108126401521
-6.6,7.2,-0.4461821129692548
-6.6,7.4,-0.8431756898497901
-6.6,7.6,-1.3127271998249492
-6.6,7.8,-1.817403080584999
-6.6,8.0,-2.316975324548313
-6.6,8.2,-2.77161832166206
-6.6,8.4,-3.1450737244410845
-6.6,8.6,-3.4075318294752077
-6.6,8.8,-3.5380004975290866
-6.6,9.0,-3.5259733586863087
-6.6,9.2,-3.37226473346649
-6.6,9.4,-3.0889449203314783
-6.6,9.6,-2.6983809921588007
-6.6,9.8,-2.2314593277514128
-6.6,10.0,-1.7251311304042662
-6.4,-10.0,-1.8925502272343093
-6.4,-9.8,-2.4455039174138804
-6.4,-9.6,-2.9554117556096786
-6.4,-9.4,-3.381906509534399
-6.4,-9.2,-3.69124644640331
-6.4,-9.0,-3.8589967238859186
-6.4,-8.8,-3.871971180278714
-6.4,-8.6,-3.7292802135487335
-6.4,-8.4,-3.4424014763051964
-6.4,-8.2,-3.0342677687050146
-6.4,-8.0,-2.537444612698016
-6.4,-7.8,-1.9915423323000092
-6.4,-7.6,-1.4400682969233949
-6.4,-7.4,-0.9269694739657085
-6.4,-7.2,-0.49314004738725137
-6.4,-7.0,-0.17317163514815026
-6.4,-6.8,0.007395640492321963
-6.4,-6.6,0.03410277762981753
-6.4,-6.4,-0.09527907606584952
-6.4,-6.2,-0.3705715007201368
-6.4,-6.0,-0.7699976638084525
-6.4,-5.8,-1.2619128833747206
-6.4,-5.6,-1.8073193703657107
-6.4,-5.4,-2.3629653083187994
-6.4,-5.2,-2.884781992469463
-6.4,-5.0,-3.331385885409235
-6.4,-4.8,-3.6673672876310297
-6.4,-4.6,-3.8661042786052153
-6.4,-4.4,-3.9118783098726184
-6.4,-4.2,-3.801123328018769
-6.4,-4.0,-3.542709162116389
-6.4,-3.8,-3.1572366553782154
-6.4,-3.6,-2.6754005555592046
-6.4,-3.4,-2.1355502620758235
-6.4,-3.2,-1.5806422726022429
-6.4,-3.0,-1.0548265123819967
-6.4,-2.8,-0.599937824133925
-6.4,-2.6,-0.25217143313725776
-6.4,-2.4,-0.039206581925242706
-6.4,-2.2,0.021993086164670078
-6.4,-2.0,-0.07347240472698204
-6.4,-1.8,-0.31804997127446966
-6.4,-1.6,-0.6923337000486538
-6.4,-1.4,-1.1666069983309493
-6.4,-1.2,-1.7032041148846355
-6.4,-1.0,-2.2595033651457466
-6.4,-0.8,-2.7913141949540754
-6.4,-0.6,-3.2563889193495186
-6.4,-0.4,-3.617780065270077
-6.4,-0.2,-3.8467765165503685
-6.4,0.0,-3.925185131394871
-6.4,0.2,-3.8467765165503685
-6.4,0.4,-3.617780065270077
-6.4,0.6,-3.2563889193495186
-6.4,0.8,-2.7913141949540754
-6.4,1.0,-2.2595033651457466
-6.4,1.2,-1.7032041148846355
-6.4,1.4,-1.1666069983309493
-6.4,1.6,-0.6923337000486538
-6.4,1.8,-0.31804997127446966
-6.4,2.0,-0.07347240472698204
-6.4,2.2,0.021993086164670078
-6.4,2.4,-0.039206581925242706
-6.4,2.6,-0.25217143313725776
-6.4,2.8,-0.599937824133925
-6.4,3.0,-1.0548265123819967
-6.4,3.2,-1.5806422726022429
-6.4,3.4,-2.1355502620758235
-6.4,3.6,-2.6754005555592046
-6.4,3.8,-3.1572366553782154
-6.4,4.0,-3.542709162116389
-6.4,4.2,-3.801123328018769
-6.4,4.4,-3.9118783098726184
-6.4,4.6,-3.8661042786052153
-6.4,4.8,-3.6673672876310297
-6.4,5.0,-3.331385885409235
-6.4,5.2,-2.884781992469463
-6.4,5.4,-2.3629653083187994
-6.4,5.6,-1.8073193703657107
-6.4,5.8,-1.2619128833747206
-6.4,6.0,-0.7699976638084525
-6.4,6.2,-0.3705715007201368
-6.4,6.4,-0.09527907606584952
-6.4,6.6,0.03410277762981753
-6.4,6.8,0.007395640492321963
-6.4,7.0,-0.17317163514815026
-6.4,7.2,-0.49314004738725137
-6.4,7.4,-0.9269694739657085
-6.4,7.6,-1.4400682969233949
-6.4,7.8,-1.9915423323000092
-6.4,8.0,-2.537444612698016
-6.4,8.2,-3.0342677687050146
-6.4,8.4,-3.4424014763051964
-6.4,8.6,-3.7292802135487335
-6.4,8.8,-3.871971180278714
-6.4,9.0,-3.8589967238859186
-6.4,9.2,-3.69124644640331
-6.4,9.4,-3.381906509534399
-6.4,9.6,-2.9554117556096786
-6.4,9.8,-2.4455039174138804
-6.4,10.0,-1.8925502272343093
-6.2,-10.0,-1.907103583798484
-6.2,-9.8,-2.4637883880584304
-6.2,-9.6,-2.9771361109297603
-6.2,-9.4,-3.4065061590709895
-6.2,-9.2,-3.717928305566845
-6.2,-9.0,-3.8868022388713386
-6.2,-8.8,-3.899852502502508
-6.2,-8.6,-3.7561834701711865
-6.2,-8.4,-3.467350519488755
-6.2,-8.2,-3.056441748215428
-6.2,-8.0,-2.55624320730205
-6.2,-7.8,-2.0066334561453516
-6.2,-7.6,-1.451414489766013
-6.2,-7.4,-0.9348308780637751
-6.2,-7.2,-0.49805373449357543
-6.2,-7.0,-0.17590892644547673
-6.2,-6.8,0.005890469810059369
-6.2,-6.6,0.03278753810062655
-6.2,-6.4,-0.09746166736933068
-6.2,-6.2,-0.37460979993913346
-6.2,-6.0,-0.7767325575263747
-6.2,-5.8,-1.2719709649691149
-6.2,-5.6,-1.821063145831307
-6.2,-5.4,-2.380464388609636
-6.2,-5.2,-2.905807561649543
-6.2,-5.0,-3.3554288842172055
-6.2,-4.8,-3.6936788674457772
-6.2,-4.6,-3.8937553110131335
-6.2,-4.4,-3.9398332227250825
-6.2,-4.2,-3.828322400369594
-6.2,-4.0,-3.5681527382180236
-6.2,-3.8,-3.1800645854115204
-6.2,-3.6,-2.6949605500939913
-6.2,-3.4,-2.1514497282639495
-6.2,-3.2,-1.5927795127801667
-6.2,-3.0,-1.063398805789539
-6.2,-2.8,-0.6054257495105028
-6.2,-2.6,-0.2553006780488776
-6.2,-2.4,-0.040890273761972955
-6.2,-2.2,0.020726944675446543
-6.2,-2.0,-0.07538218052336539
-6.2,-1.8,-0.3216134176456526
-6.2,-1.6,-0.6984294392254019
-6.2,-1.4,-1.175912416079403
-6.2,-1.2,-1.71614152995541
-6.2,-1.0,-2.2762064684107752
-6.2,-0.8,-2.811617425248786
-6.2,-0.6,-3.279840620301842
-6.2,-0.4,-3.643678377568253
-6.2,-0.2,-3.874225153359692
-6.2,0.0,-3.9531646045577276
-6.2,0.2,-3.874225153359692
-6.2,0.4,-3.643678377568253
-6.2,0.6,-3.279840620301842
-6.2,0.8,-2.811617425248786
-6.2,1.0,-2.2762064684107752
-6.2,1.2,-1.71614152995541
-6.2,1.4,-1.175912416079403
-6.2,1.6,-0.6984294392254019
-6.2,1.8,-0.3216134176456526
-6.2,2.0,-0.07538218052336539
-6.2,2.2,0.020726944675446543
-6.2,2.4,-0.040890273761972955
-6.2,2.6,-0.2553006780488776
-6.2,2.8,-0.6054257495105028
-6.2,3.0,-1.063398805789539
-6.2,3.2,-1.5927795127801667
-6.2,3.4,-2.1514497282639495
-6.2,3.6,-2.6949605500939913
-6.2,3.8,-3.1800645854115204
-6.2,4.0,-3.5681527382180236
-6.2,4.2,-3.828322400369594
-6.2,4.4,-3.9398332227250825
-6.2,4.6,-3.8937553110131335
-6.2,4.8,-3.6936788674457772
-6.2,5.0,-3.3554288842172055
-6.2,5.2,-2.905807561649543
-6.2,5.4,-2.380464388609636
-6.2,5.6,-1.821063145831307
-6.2,5.8,-1.2719709649691149
-6.2,6.0,-0.7767325575263747
-6.2,6.2,-0.37460979993913346
-6.2,6.4,-0.09746166736933068
-6.2,6.6,0.03278753810062655
-6.2,6.8,0.005890469810059369
-6.2,7.0,-0.17590892644547673
-6.2,7.2,-0.49805373449357543
-6.2,7.4,-0.9348308780637751
-6.2,7.6,-1.451414489766013
-6.2,7.8,-2.0066334561453516
-6.2,8.0,-2.55624320730205
-6.2,8.2,-3.056441748215428
-6.2,8.4,-3.467350519488755
-6.2,8.6,-3.7561834701711865
-6.2,8.8,-3.899852502502508
-6.2,9.0,-3.8868022388713386
-6.2,9.2,-3.717928305566845
-6.2,9.4,-3.4065061590709895
-6.2,9.6,-2.9771361109297603
-6.2,9.8,-2.4637883880584304
-6.2,10.0,-1.907103583798484
-6.0,-10.0,-1.7666924713897072
-6.0,-9.8,-2.283624950104446
-6.0,-9.6,-2.760323186384368
-6.0,-9.4,-3.159059051471772
-6.0,-9.2,-3.4482967583711566
-6.0,-9.0,-3.6051989505093065
-6.0,-8.8,-3.6174415427711173
-6.0,-8.6,-3.4841930929659557
-6.0,-8.4,-3.2161808749478937
-6.0,-8.2,-2.834838402685307
-6.0,-8.0,-2.370602149911156
-6.0,-7.8,-1.8604928217846775
-6.0,-7.6,-1.3451733902782206
-6.0,-7.4,-0.8657176855886161
-6.0,-7.2,-0.46034633743143155
-6.0,-7.0,-0.16138945471897326
-6.0,-6.8,0.007282586342948427
-6.0,-6.6,0.03215607538468172
-6.0,-6.4,-0.08885212341781665
-6.0,-6.2,-0.3462290285243816
-6.0,-6.0,-0.7196215194739624
-6.0,-5.8,-1.179453760429262
-6.0,-5.6,-1.6892775352679998
-6.0,-5.4,-2.2086687175875457
-6.0,-5.2,-2.6964396986931094
-6.0,-5.0,-3.113912488062989
-6.0,-4.8,-3.4279923792588876
-6.0,-4.6,-3.6137979229317216
-6.0,-4.4,-3.6566382079996718
-6.0,-4.2,-3.5531803202460703
-6.0,-4.0,-3.3117142026358612
-6.0,-3.8,-2.95149386940801
-6.0,-3.6,-2.501207326399578
-6.0,-3.4,-1.9966967901060486
-6.0,-3.2,-1.4781103753076528
-6.0,-3.0,-0.9867116011967849
-6.0,-2.8,-0.5616002584507218
-6.0,-2.6,-0.23660522366991033
-6.0,-2.4,-0.037596143273940855
-6.0,-2.2,0.019572377807129723
-6.0,-2.0,-0.0696792887455214
-6.0,-1.8,-0.29829186033846283
-6.0,-1.6,-0.6481281311483061
-6.0,-1.4,-1.0914143011694568
-6.0,-1.2,-1.5929471069653602
-6.0,-1.0,-2.1128913576649997
-6.0,-0.8,-2.6099455613710743
-6.0,-0.6,-3.0446240757055003
-6.0,-0.4,-3.3823949562675915
-6.0,-0.2,-3.5964241441911002
-6.0,0.0,-3.6697079174649847
-6.0,0.2,-3.5964241441911002
-6.0,0.4,-3.3823949562675915
-6.0,0.6,-3.0446240757055003
-6.0,0.8,-2.6099455613710743
-6.0,1.0,-2.1128913576649997
-6.0,1.2,-1.5929471069653602
-6.0,1.4,-1.0914143011694568
-6.0,1.6,-0.6481281311483061
-6.0,1.8,-0.29829186033846283
-6.0,2.0,-0.0696792887455214
-6.0,2.2,0.019572377807129723
-6.0,2.4,-0.037596143273940855
-6.0,2.6,-0.23660522366991033
-6.0,2.8,-0.5616002584507218
-6.0,3.0,-0.9867116011967849
-6.0,3.2,-1.4781103753076528
-6.0,3.4,-1.9966967901060486
-6.0,3.6,-2.501207326399578
-6.0,3.8,-2.95149386940801
-6.0,4.0,-3.3117142026358612
-6.0,4.2,-3.5531803202460703
-6.0,4.4,-3.6566382079996718
-6.0,4.6,-3.6137979229317216
-6.0,4.8,-3.4279923792588876
-6.0,5.0,-3.113912488062989
-6.0,5.2,-2.6964396986931094
-6.0,5.4,-2.2086687175875457
-6.0,5.6,-1.6892775352679998
-6.0,5.8,-1.179453760429262
-6.0,6.0,-0.7196215194739624
-6.0,6.2,-0.3462290285243816
-6.0,6.4,-0.08885212341781665
-6.0,6.6,0.03215607538468172
-6.0,6.8,0.007282586342948427
-6.0,7.0,-0.16138945471897326
-6.0,7.2,-0.46034633743143155
-6.0,7.4,-0.8657176855886161
-6.0,7.6,-1.3451733902782206
-6.0,7.8,-1.8604928217846775
-6.0,8.0,-2.370602149911156
-6.0,8.2,-2.834838402685307
-6.0,8.4,-3.2161808749478937
-6.0,8.6,-3.4841930929659557
-6.0,8.8,-3.6174415427711173
-6.0,9.0,-3.6051989505093065
-6.0,9.2,-3.4482967583711566
-6.0,9.4,-3.159059051471772
-6.0,9.6,-2.760323186384368
-6.0,9.8,-2.283624950104446
-6.0,10.0,-1.7666924713897072
-5.8,-10.0,-1.493677328471608
-5.8,-9.8,-1.9336500601447806
-5.8,-9.6,-2.3393955866500153
-5.8,-9.4,-2.678824255332864
-5.8,-9.2,-2.9251133086330614
-5.8,-9.0,-3.05883843731209
-5.8,-8.8,-3.0695173931469477
-5.8,-8.6,-2.956442993142396
-5.8,-8.4,-2.7287393180106534
-5.8,-8.2,-2.4046366389328497
-5.8,-8.0,-2.0100226927853475
-5.8,-7.8,-1.5763854332170577
-5.8,-7.6,-1.1383107432138637
-5.8,-7.4,-0.7307339611454169
-5.8,-7.2,-0.3861636362611009
-5.8,-7.0,-0.13209813647465954
-5.8,-6.8,0.011159594325679364
-5.8,-6.6,0.032115472385591946
-5.8,-6.4,-0.07100231306918237
-5.8,-6.2,-0.2901024974203378
-5.8,-6.0,-0.60787373797649
-5.8,-5.8,-0.999160313257811
-5.8,-5.6,-1.4329612000556027
-5.8,-5.4,-1.8748936654373425
-5.8,-5.2,-2.2899255967538363
-5.8,-5.0,-2.6451594366100566
-5.8,-4.8,-2.9124464888136674
-5.8,-4.6,-3.0706238414090015
-5.8,-4.4,-3.1071961428025423
-5.8,-4.2,-3.01932858344869
-5.8,-4.0,-2.814072172740958
-5.8,-3.8,-2.5078034087850494
-5.8,-3.6,-2.1249228694249447
-5.8,-3.4,-1.695916145003388
-5.8,-3.2,-1.2549312068205873
-5.8,-3.0,-0.8370647331848662
-5.8,-2.8,-0.475573043532404
-5.8,-2.6,-0.199229282345669
-5.8,-2.4,-0.030036872408479447
-5.8,-2.2,0.01851905510697092
-5.8,-2.0,-0.05745670178458724
-5.8,-1.8,-0.2519598716318019
-5.8,-1.6,-0.5495638575119205
-5.8,-1.4,-0.9266456591749854
-5.8,-1.2,-1.3532631476795642
-5.8,-1.0,-1.7955345090962127
-5.8,-0.8,-2.2183307674397565
-5.8,-0.6,-2.588067417184148
-5.8,-0.4,-2.875373319664723
-5.8,-0.2,-3.057424771276753
-5.8,0.0,-3.119759259535947
-5.8,0.2,-3.057424771276753
-5.8,0.4,-2.875373319664723
-5.8,0.6,-2.588067417184148
-5.8,0.8,-2.2183307674397565
-5.8,1.0,-1.7955345090962127
-5.8,1.2,-1.3532631476795642
-5.8,1.4,-0.9266456591749854
-5.8,1.6,-0.5495638575119205
-5.8,1.8,-0.2519598716318019
-5.8,2.0,-0.05745670178458724
-5.8,2.2,0.01851905510697092
-5.8,2.4,-0.030036872408479447
-5.8,2.6,-0.199229282345669
-5.8,2.8,-0.475573043532404
-5.8,3.0,-0.8370647331848662
-5.8,3.2,-1.2549312068205873
-5.8,3.4,-1.695916145003388
-5.8,3.6,-2.1249228694249447
-5.8,3.8,-2.5078034087850494
-5.8,4.0,-2.814072172740958
-5.8,4.2,-3.01932858344869
-5.8,4.4,-3.1071961428025423
-5.8,4.6,-3.0706238414090015
-5.8,4.8,-2.9124464888136674
-5.8,5.0,-2.6451594366100566
-5.8,5.2,-2.2899255967538363
-5.8,5.4,-1.8748936654373425
-5.8,5.6,-1.4329612000556027
-5.8,5.8,-0.999160313257811
-5.8,6.0,-0.60787373797649
-5.8,6.2,-0.2901024974203378
-5.8,6.4,-0.07100231306918237
-5.8,6.6,0.032115472385591946
-5.8,6.8,0.011159594325679364
-5.8,7.0,-0.13209813647465954
-5.8,7.2,-0.3861636362611009
-5.8,7.4,-0.7307339611454169
-5.8,7.6,-1.1383107432138637
-5.8,7.8,-1.5763854332170577
-5.8,8.0,-2.0100226927853475
-5.8,8.2,-2.4046366389328497
-5.8,8.4,-2.7287393180106534
-5.8,8.6,-2.956442993142396
-5.8,8.8,-3.0695173931469477
-5.8,9.0,-3.05883843731209
-5.8,9.2,-2.9251133086330614
-5.8,9.4,-2.678824255332864
-5.8,9.6,-2.3393955866500153
-5.8,9.8,-1.9336500601447806
-5.8,10.0,-1.493677328471608
-5.6,-10.0,-1.1313475391065697
-5.6,-9.8,-1.4693033541083196
-5.6,-9.6,-1.7809948204204187
-5.6,-9.4,-2.041806581613285
-5.6,-9.2,-2.231163415359648
-5.6,-9.0,-2.3341653069895667
-5.6,-8.8,-2.3427715251504475
-5.6,-8.6,-2.2564396033445604
-5.6,-8.4,-2.082168448703812
-5.6,-8.2,-1.8339421522298598
-5.6,-8.0,-1.5316186998357604
-5.6,-7.8,-1.1993518961965741
-5.6,-7.6,-0.863671908101481
-5.6,-7.4,-0.5513769628550003
-5.6,-7.2,-0.28740374442187067
-5.6,-7.0,-0.0928457228597914
-5.6,-6.8,0.016723103391299655
-5.6,-6.6,0.03248584336998133
-5.6,-6.4,-0.04691662494989741
-5.6,-6.2,-0.2152776478319942
-5.6,-6.0,-0.45931802667569743
-5.6,-5.8,-0.7597412905239299
-5.6,-5.6,-1.092767149693249
-5.6,-5.4,-1.432021269899926
-5.6,-5.2,-1.7506311901476699
-5.6,-5.0,-2.0233618257921795
-5.6,-4.8,-2.228620852439557
-5.6,-4.6,-2.3501746066567266
-5.6,-4.4,-2.3784381441471756
-5.6,-4.2,-2.3112369369368446
-5.6,-4.0,-2.153979678952049
-5.6,-3.8,-1.9192284674607483
-5.6,-3.6,-1.6257005172357277
-5.6,-3.4,-1.296780739305272
-5.6,-3.2,-0.9586633868123873
-5.6,-3.0,-0.6382704478308209
-5.6,-2.8,-0.36111220647840697
-5.6,-2.6,-0.14925998944299107
-5.6,-2.4,-0.01959219987610688
-5.6,-2.2,0.0175469770147064
-5.6,-2.0,-0.040830393425535044
-5.6,-1.8,-0.19011854984856974
-5.6,-1.6,-0.4184840459457665
-5.6,-1.4,-0.7078061317872189
-5.6,-1.2,-1.0351167751511234
-5.6,-1.0,-1.3744258871033626
-5.6,-0.8,-1.698786704642393
-5.6,-0.6,-1.9824371984020182
-5.6,-0.4,-2.2028473318387247
-5.6,-0.2,-2.3425094801326587
-5.6,0.0,-2.390329727637501
-5.6,0.2,-2.3425094801326587
-5.6,0.4,-2.2028473318387247
-5.6,0.6,-1.9824371984020182
-5.6,0.8,-1.698786704642393
-5.6,1.0,-1.3744258871033626
-5.6,1.2,-1.0351167751511234
-5.6,1.4,-0.7078061317872189
-5.6,1.6,-0.4184840459457665
-5.6,1.8,-0.19011854984856974
-5.6,2.0,-0.040830393425535044
-5.6,2.2,0.0175469770147064
-5.6,2.4,-0.01959219987610688
-5.6,2.6,-0.14925998944299107
-5.6,2.8,-0.36111220647840697
-5.6,3.0,-0.6382704478308209
-5.6,3.2,-0.9586633868123873
-5.6,3.4,-1.296780739305272
-5.6,3.6,-1.6257005172357277
-5.6,3.8,-1.9192284674607483
-5.6,4.0,-2.153979678952049
-5.6,4.2,-2.3112369369368446
-5.6,4.4,-2.3784381441471756
-5.6,4.6,-2.3501746066567266
-5.6,4.8,-2.228620852439557
-5.6,5.0,-2.0233618257921795
-5.6,5.2,-1.7506311901476699
-5.6,5.4,-1.432021269899926
-5.6,5.6,-1.092767149693249
-5.6,5.8,-0.7597412905239299
-5.6,6.0,-0.45931802667569743
-5.6,6.2,-0.2152776478319942
-5.6,6.4,-0.04691662494989741
-5.6,6.6,0.03248584336998133
-5.6,6.8,0.016723103391299655
-5.6,7.0,-0.0928457228597914
-5.6,7.2,-0.28740374442187067
-5.6,7.4,-0.5513769628550003
-5.6,7.6,-0.863671908101481
-5.6,7.8,-1.1993518961965741
-5.6,8.0,-1.5316186998357604
-5.6,8.2,-1.8339421522298598
-5.6,8.4,-2.082168448703812
-5.6,8.6,-2.2564396033445604
-5.6,8.8,-2.3427715251504475
-5.6,9.0,-2.3341653069895667
-5.6,9.2,-2.231163415359648
-5.6,9.4,-2.041806581613285
-5.6,9.6,-1.7809948204204187
-5.6,9.8,-1.4693033541083196
-5.6,10.0,-1.1313475391065697
-5.4,-10.0,-0.7370869910595076
-5.4,-9.8,-0.9640749477538437
-5.4,-9.6,-1.173460071497637
-5.4,-9.4,-1.3487570951787473
-5.4,-9.2,-1.4761864890582055
-5.4,-9.0,-1.545769493636369
-5.4,-8.8,-1.5521211125796
-5.4,-8.6,-1.4948780480766306
-5.4,-8.4,-1.3787275714205902
-5.4,-8.2,-1.2130350345267482
-5.4,-8.0,-1.0110996233330516
-5.4,-7.8,-0.7890974969368489
-5.4,-7.6,-0.5647962991787008
-5.4,-7.4,-0.3561431979783839
-5.4,-7.2,-0.1798386582357575
-5.4,-7.0,-0.050009287835532996
-5.4,-6.8,0.02291477685514386
-5.4,-6.6,0.033028733969460704
-5.4,-6.4,-0.02057764055142109
-5.4,-6.2,-0.1337476591937994
-5.4,-6.0,-0.2975880468758165
-5.4,-5.8,-0.4991756725041201
-5.4,-5.6,-0.722584525478087
-5.4,-5.4,-0.9501513252835401
-5.4,-5.2,-1.1638791886028745
-5.4,-5.0,-1.346867807201722
-5.4,-4.8,-1.4846564830916662
-5.4,-4.6,-1.566373292534027
-5.4,-4.4,-1.5855990570198508
-5.4,-4.2,-1.5408774631052216
-5.4,-4.0,-1.435830792854516
-5.4,-3.8,-1.2788720680146848
-5.4,-3.6,-1.0825364832723199
-5.4,-3.4,-0.8624852583135044
-5.4,-3.2,-0.6362610706574859
-5.4,-3.0,-0.4218939726358334
-5.4,-2.8,-0.23646857762768528
-5.4,-2.6,-0.09476637851978233
-5.4,-2.4,-0.008091090745838345
-5.4,-2.2,0.016629632353372625
-5.4,-2.0,-0.022605273112568474
-5.4,-1.8,-0.12271126086467228
-5.4,-1.6,-0.2757632974461604
-5.4,-1.4,-0.4696256494695686
-5.4,-1.2,-0.688916287131678
-5.4,-1.0,-0.9162292646939852
-5.4,-0.8,-1.1335179376905125
-5.4,-0.6,-1.32352909523774
-5.4,-0.4,-1.471174039695697
-5.4,-0.2,-1.5647276566025985
-5.4,0.0,-1.5967601870893304
-5.4,0.2,-1.5647276566025985
-5.4,0.4,-1.471174039695697
-5.4,0.6,-1.32352909523774
-5.4,0.8,-1.1335179376905125
-5.4,1.0,-0.9162292646939852
-5.4,1.2,-0.688916287131678
-5.4,1.4,-0.4696256494695686
-5.4,1.6,-0.2757632974461604
-5.4,1.8,-0.12271126086467228
-5.4,2.0,-0.022605273112568474
-5.4,2.2,0.016629632353372625
-5.4,2.4,-0.008091090745838345
-5.4,2.6,-0.09476637851978233
-5.4,2.8,-0.23646857762768528
-5.4,3.0,-0.4218939726358334
-5.4,3.2,-0.6362610706574859
-5.4,3.4,-0.8624852583135044
-5.4,3.6,-1.0825364832723199
-5.4,3.8,-1.2788720680146848
-5.4,4.0,-1.435830792854516
-5.4,4.2,-1.5408774631052216
